country,region,year,co2,gdp
Tajikistan,Europe & Central Asia,1998,0.415,1086.0
Tajikistan,Europe & Central Asia,1999,0.412,1111.0
Tajikistan,Europe & Central Asia,2000,0.36,1186.0
Tajikistan,Europe & Central Asia,2001,0.362,1285.0
Tajikistan,Europe & Central Asia,2002,0.292,1398.0
Tajikistan,Europe & Central Asia,2003,0.316,1522.0
Tajikistan,Europe & Central Asia,2004,0.382,1645.0
Tajikistan,Europe & Central Asia,2005,0.356,1719.0
Tajikistan,Europe & Central Asia,2006,0.38,1800.0
Tajikistan,Europe & Central Asia,2007,0.452,1898.0
Tajikistan,Europe & Central Asia,2008,0.397,2001.0
Tajikistan,Europe & Central Asia,2009,0.328,2029.0
Tajikistan,Europe & Central Asia,2010,0.333,2110.0
Tajikistan,Europe & Central Asia,2011,0.301,2212.0
Tajikistan,Europe & Central Asia,2012,0.367,2320.0
Tajikistan,Europe & Central Asia,2013,0.426,2432.0
Tanzania,Sub-Saharan Africa,1964,0.0912,1176.0
Tanzania,Sub-Saharan Africa,1965,0.0995,1189.0
Tanzania,Sub-Saharan Africa,1966,0.114,1307.0
Tanzania,Sub-Saharan Africa,1967,0.142,1326.0
Tanzania,Sub-Saharan Africa,1968,0.129,1360.0
Tanzania,Sub-Saharan Africa,1969,0.136,1349.0
Tanzania,Sub-Saharan Africa,1970,0.13,1391.0
Tanzania,Sub-Saharan Africa,1971,0.175,1412.0
Tanzania,Sub-Saharan Africa,1972,0.149,1465.0
Tanzania,Sub-Saharan Africa,1973,0.213,1470.0
Tanzania,Sub-Saharan Africa,1974,0.149,1464.0
Tanzania,Sub-Saharan Africa,1975,0.143,1503.0
Tanzania,Sub-Saharan Africa,1976,0.169,1571.0
Tanzania,Sub-Saharan Africa,1977,0.118,1574.0
Tanzania,Sub-Saharan Africa,1978,0.126,1579.0
Tanzania,Sub-Saharan Africa,1979,0.114,1559.0
Tanzania,Sub-Saharan Africa,1980,0.101,1534.0
Tanzania,Sub-Saharan Africa,1981,0.11,1479.0
Tanzania,Sub-Saharan Africa,1982,0.109,1461.0
Tanzania,Sub-Saharan Africa,1983,0.108,1419.0
Tanzania,Sub-Saharan Africa,1984,0.112,1418.0
Tanzania,Sub-Saharan Africa,1985,0.108,1379.0
Tanzania,Sub-Saharan Africa,1986,0.102,1389.0
Tanzania,Sub-Saharan Africa,1987,0.103,1420.0
Tanzania,Sub-Saharan Africa,1988,0.0957,1442.0
Tanzania,Sub-Saharan Africa,1989,0.0895,1454.0
Tanzania,Sub-Saharan Africa,1990,0.089,1471.0
Tanzania,Sub-Saharan Africa,1991,0.0911,1453.0
Tanzania,Sub-Saharan Africa,1992,0.0854,1413.0
Tanzania,Sub-Saharan Africa,1993,0.0922,1384.0
Tanzania,Sub-Saharan Africa,1994,0.0828,1362.0
Tanzania,Sub-Saharan Africa,1995,0.119,1369.0
Tanzania,Sub-Saharan Africa,1996,0.112,1392.0
Tanzania,Sub-Saharan Africa,1997,0.0911,1405.0
Tanzania,Sub-Saharan Africa,1998,0.0788,1421.0
Tanzania,Sub-Saharan Africa,1999,0.0762,1454.0
Tanzania,Sub-Saharan Africa,2000,0.0776,1488.0
Tanzania,Sub-Saharan Africa,2001,0.0891,1538.0
Tanzania,Sub-Saharan Africa,2002,0.0994,1607.0
Tanzania,Sub-Saharan Africa,2003,0.102,1673.0
Tanzania,Sub-Saharan Africa,2004,0.114,1756.0
Tanzania,Sub-Saharan Africa,2005,0.14,1848.0
Tanzania,Sub-Saharan Africa,2006,0.148,1880.0
Tanzania,Sub-Saharan Africa,2007,0.141,1980.0
Tanzania,Sub-Saharan Africa,2008,0.142,2030.0
Tanzania,Sub-Saharan Africa,2009,0.133,2076.0
Tanzania,Sub-Saharan Africa,2010,0.154,2143.0
Tanzania,Sub-Saharan Africa,2011,0.17,2243.0
Tanzania,Sub-Saharan Africa,2012,0.194,2288.0
Tanzania,Sub-Saharan Africa,2013,0.221,2382.0
Thailand,East Asia & Pacific,1964,0.242,1725.0
Thailand,East Asia & Pacific,1965,0.234,1804.0
Thailand,East Asia & Pacific,1966,0.289,1945.0
Thailand,East Asia & Pacific,1967,0.36,2044.0
Thailand,East Asia & Pacific,1968,0.491,2145.0
Thailand,East Asia & Pacific,1969,0.406,2246.0
Thailand,East Asia & Pacific,1970,0.417,2323.0
Thailand,East Asia & Pacific,1971,0.507,2365.0
Thailand,East Asia & Pacific,1972,0.559,2398.0
Thailand,East Asia & Pacific,1973,0.609,2570.0
Thailand,East Asia & Pacific,1974,0.588,2621.0
Thailand,East Asia & Pacific,1975,0.577,2688.0
Thailand,East Asia & Pacific,1976,0.663,2870.0
Thailand,East Asia & Pacific,1977,0.724,3088.0
Thailand,East Asia & Pacific,1978,0.772,3325.0
Thailand,East Asia & Pacific,1979,0.792,3427.0
Thailand,East Asia & Pacific,1980,0.847,3508.0
Thailand,East Asia & Pacific,1981,0.787,3645.0
Thailand,East Asia & Pacific,1982,0.769,3770.0
Thailand,East Asia & Pacific,1983,0.846,3912.0
Thailand,East Asia & Pacific,1984,0.9,4068.0
Thailand,East Asia & Pacific,1985,0.935,4191.0
Thailand,East Asia & Pacific,1986,0.938,4356.0
Thailand,East Asia & Pacific,1987,1.06,4701.0
Thailand,East Asia & Pacific,1988,1.22,5250.0
Thailand,East Asia & Pacific,1989,1.41,5808.0
Thailand,East Asia & Pacific,1990,1.6,6369.0
Thailand,East Asia & Pacific,1991,1.74,6841.0
Thailand,East Asia & Pacific,1992,1.9,7333.0
Thailand,East Asia & Pacific,1993,2.14,7882.0
Thailand,East Asia & Pacific,1994,2.36,8529.0
Thailand,East Asia & Pacific,1995,2.71,9239.0
Thailand,East Asia & Pacific,1996,3.0,9689.0
Thailand,East Asia & Pacific,1997,3.05,9454.0
Thailand,East Asia & Pacific,1998,2.67,8363.0
Thailand,East Asia & Pacific,1999,2.83,8633.0
Thailand,East Asia & Pacific,2000,2.88,8939.0
Thailand,East Asia & Pacific,2001,3.06,9028.0
Thailand,East Asia & Pacific,2002,3.25,9399.0
Thailand,East Asia & Pacific,2003,3.48,9962.0
Thailand,East Asia & Pacific,2004,3.74,10497.0
Thailand,East Asia & Pacific,2005,3.78,10901.0
Thailand,East Asia & Pacific,2006,3.83,11400.0
Thailand,East Asia & Pacific,2007,3.81,11940.0
Thailand,East Asia & Pacific,2008,3.79,12216.0
Thailand,East Asia & Pacific,2009,4.0,11915.0
Thailand,East Asia & Pacific,2010,4.19,12822.0
Thailand,East Asia & Pacific,2011,4.12,12798.0
Thailand,East Asia & Pacific,2012,4.37,13586.0
Thailand,East Asia & Pacific,2013,4.4,13932.0
Timor-Leste,East Asia & Pacific,2002,0.175,1363.0
Timor-Leste,East Asia & Pacific,2003,0.168,1283.0
Timor-Leste,East Asia & Pacific,2004,0.177,1244.0
Timor-Leste,East Asia & Pacific,2005,0.171,1301.0
Timor-Leste,East Asia & Pacific,2006,0.171,1206.0
Timor-Leste,East Asia & Pacific,2007,0.172,1323.0
Timor-Leste,East Asia & Pacific,2008,0.187,1486.0
Timor-Leste,East Asia & Pacific,2009,0.208,1652.0
Timor-Leste,East Asia & Pacific,2010,0.212,1777.0
Timor-Leste,East Asia & Pacific,2011,0.217,1940.0
Timor-Leste,East Asia & Pacific,2012,0.254,2040.0
Timor-Leste,East Asia & Pacific,2013,0.372,2093.0
Togo,Sub-Saharan Africa,1964,0.0794,1483.0
Togo,Sub-Saharan Africa,1965,0.0773,1640.0
Togo,Sub-Saharan Africa,1966,0.101,1742.0
Togo,Sub-Saharan Africa,1967,0.107,1788.0
Togo,Sub-Saharan Africa,1968,0.0999,1827.0
Togo,Sub-Saharan Africa,1969,0.119,1969.0
Togo,Sub-Saharan Africa,1970,0.13,1878.0
Togo,Sub-Saharan Africa,1971,0.144,1962.0
Togo,Sub-Saharan Africa,1972,0.178,1980.0
Togo,Sub-Saharan Africa,1973,0.175,1854.0
Togo,Sub-Saharan Africa,1974,0.16,1885.0
Togo,Sub-Saharan Africa,1975,0.129,1828.0
Togo,Sub-Saharan Africa,1976,0.131,1774.0
Togo,Sub-Saharan Africa,1977,0.183,1825.0
Togo,Sub-Saharan Africa,1978,0.138,1960.0
Togo,Sub-Saharan Africa,1979,0.523,2026.0
Togo,Sub-Saharan Africa,1980,0.264,1882.0
Togo,Sub-Saharan Africa,1981,0.223,1710.0
Togo,Sub-Saharan Africa,1982,0.252,1587.0
Togo,Sub-Saharan Africa,1983,0.181,1447.0
Togo,Sub-Saharan Africa,1984,0.194,1436.0
Togo,Sub-Saharan Africa,1985,0.169,1449.0
Togo,Sub-Saharan Africa,1986,0.21,1440.0
Togo,Sub-Saharan Africa,1987,0.221,1406.0
Togo,Sub-Saharan Africa,1988,0.221,1415.0
Togo,Sub-Saharan Africa,1989,0.227,1414.0
Togo,Sub-Saharan Africa,1990,0.204,1350.0
Togo,Sub-Saharan Africa,1991,0.217,1306.0
Togo,Sub-Saharan Africa,1992,0.21,1223.0
Togo,Sub-Saharan Africa,1993,0.213,1014.0
Togo,Sub-Saharan Africa,1994,0.2,1138.0
Togo,Sub-Saharan Africa,1995,0.223,1198.0
Togo,Sub-Saharan Africa,1996,0.241,1272.0
Togo,Sub-Saharan Africa,1997,0.218,1418.0
Togo,Sub-Saharan Africa,1998,0.249,1351.0
Togo,Sub-Saharan Africa,1999,0.318,1349.0
Togo,Sub-Saharan Africa,2000,0.274,1305.0
Togo,Sub-Saharan Africa,2001,0.227,1251.0
Togo,Sub-Saharan Africa,2002,0.235,1207.0
Togo,Sub-Saharan Africa,2003,0.271,1235.0
Togo,Sub-Saharan Africa,2004,0.252,1228.0
Togo,Sub-Saharan Africa,2005,0.236,1211.0
Togo,Sub-Saharan Africa,2006,0.209,1228.0
Togo,Sub-Saharan Africa,2007,0.235,1224.0
Togo,Sub-Saharan Africa,2008,0.273,1219.0
Togo,Sub-Saharan Africa,2009,0.44,1230.0
Togo,Sub-Saharan Africa,2010,0.406,1246.0
Togo,Sub-Saharan Africa,2011,0.369,1273.0
Togo,Sub-Saharan Africa,2012,0.362,1314.0
Togo,Sub-Saharan Africa,2013,0.377,1346.0
Tonga,East Asia & Pacific,1964,0.153,1610.0
Tonga,East Asia & Pacific,1965,0.148,1627.0
Tonga,East Asia & Pacific,1966,0.143,1645.0
Tonga,East Asia & Pacific,1967,0.186,1663.0
Tonga,East Asia & Pacific,1968,0.181,1681.0
Tonga,East Asia & Pacific,1969,0.133,1699.0
Tonga,East Asia & Pacific,1970,0.304,1718.0
Tonga,East Asia & Pacific,1971,0.214,1736.0
Tonga,East Asia & Pacific,1972,0.255,1755.0
Tonga,East Asia & Pacific,1973,0.295,1774.0
Tonga,East Asia & Pacific,1974,0.251,1849.0
Tonga,East Asia & Pacific,1975,0.374,1909.0
Tonga,East Asia & Pacific,1976,0.329,1920.0
Tonga,East Asia & Pacific,1977,0.325,1992.0
Tonga,East Asia & Pacific,1978,0.401,2002.0
Tonga,East Asia & Pacific,1979,0.437,2016.0
Tonga,East Asia & Pacific,1980,0.434,2324.0
Tonga,East Asia & Pacific,1981,0.51,2655.0
Tonga,East Asia & Pacific,1982,0.47,3072.0
Tonga,East Asia & Pacific,1983,0.508,3288.0
Tonga,East Asia & Pacific,1984,0.508,3379.0
Tonga,East Asia & Pacific,1985,0.507,3621.0
Tonga,East Asia & Pacific,1986,0.506,3698.0
Tonga,East Asia & Pacific,1987,0.583,3793.0
Tonga,East Asia & Pacific,1988,0.736,3695.0
Tonga,East Asia & Pacific,1989,0.734,3678.0
Tonga,East Asia & Pacific,1990,0.809,3572.0
Tonga,East Asia & Pacific,1991,1.0,3795.0
Tonga,East Asia & Pacific,1992,0.73,3800.0
Tonga,East Asia & Pacific,1993,0.882,3937.0
Tonga,East Asia & Pacific,1994,0.957,4125.0
Tonga,East Asia & Pacific,1995,0.992,4269.0
Tonga,East Asia & Pacific,1996,0.799,4256.0
Tonga,East Asia & Pacific,1997,1.02,4235.0
Tonga,East Asia & Pacific,1998,0.906,4331.0
Tonga,East Asia & Pacific,1999,1.13,4478.0
Tonga,East Asia & Pacific,2000,0.972,4605.0
Tonga,East Asia & Pacific,2001,0.892,4745.0
Tonga,East Asia & Pacific,2002,1.04,4878.0
Tonga,East Asia & Pacific,2003,1.18,4953.0
Tonga,East Asia & Pacific,2004,1.1,4959.0
Tonga,East Asia & Pacific,2005,1.13,5006.0
Tonga,East Asia & Pacific,2006,1.26,4920.0
Tonga,East Asia & Pacific,2007,1.11,4664.0
Tonga,East Asia & Pacific,2008,1.17,4748.0
Tonga,East Asia & Pacific,2009,1.27,4772.0
Tonga,East Asia & Pacific,2010,1.13,4945.0
Tonga,East Asia & Pacific,2011,0.982,5023.0
Tonga,East Asia & Pacific,2012,1.01,5032.0
Tonga,East Asia & Pacific,2013,1.08,4879.0
Trinidad and Tobago,America,1964,4.2,9362.0
Trinidad and Tobago,America,1965,5.69,9699.0
Trinidad and Tobago,America,1966,4.41,10002.0
Trinidad and Tobago,America,1967,5.01,10152.0
Trinidad and Tobago,America,1968,4.34,10669.0
Trinidad and Tobago,America,1969,4.16,10988.0
Trinidad and Tobago,America,1970,9.51,11495.0
Trinidad and Tobago,America,1971,8.47,11558.0
Trinidad and Tobago,America,1972,8.51,12081.0
Trinidad and Tobago,America,1973,9.57,12187.0
Trinidad and Tobago,America,1974,10.1,12729.0
Trinidad and Tobago,America,1975,9.51,12847.0
Trinidad and Tobago,America,1976,15.5,13904.0
Trinidad and Tobago,America,1977,15.6,14568.0
Trinidad and Tobago,America,1978,14.5,16047.0
Trinidad and Tobago,America,1979,15.6,16549.0
Trinidad and Tobago,America,1980,15.6,17624.0
Trinidad and Tobago,America,1981,15.7,18248.0
Trinidad and Tobago,America,1982,16.4,16989.0
Trinidad and Tobago,America,1983,14.3,15457.0
Trinidad and Tobago,America,1984,15.2,16175.0
Trinidad and Tobago,America,1985,17.7,15331.0
Trinidad and Tobago,America,1986,14.7,14682.0
Trinidad and Tobago,America,1987,14.7,13902.0
Trinidad and Tobago,America,1988,13.2,13310.0
Trinidad and Tobago,America,1989,13.3,13206.0
Trinidad and Tobago,America,1990,13.9,13464.0
Trinidad and Tobago,America,1991,13.8,13735.0
Trinidad and Tobago,America,1992,15.5,13426.0
Trinidad and Tobago,America,1993,14.4,13158.0
Trinidad and Tobago,America,1994,13.9,13562.0
Trinidad and Tobago,America,1995,13.6,14046.0
Trinidad and Tobago,America,1996,16.4,14561.0
Trinidad and Tobago,America,1997,14.6,14928.0
Trinidad and Tobago,America,1998,15.1,16064.0
Trinidad and Tobago,America,1999,17.8,16739.0
Trinidad and Tobago,America,2000,18.8,17721.0
Trinidad and Tobago,America,2001,20.7,18383.0
Trinidad and Tobago,America,2002,22.4,19773.0
Trinidad and Tobago,America,2003,24.9,22519.0
Trinidad and Tobago,America,2004,25.9,24175.0
Trinidad and Tobago,America,2005,29.4,25439.0
Trinidad and Tobago,America,2006,32.7,28790.0
Trinidad and Tobago,America,2007,34.7,30008.0
Trinidad and Tobago,America,2008,33.7,30875.0
Trinidad and Tobago,America,2009,34.0,29383.0
Trinidad and Tobago,America,2010,36.1,29321.0
Trinidad and Tobago,America,2011,35.2,28743.0
Trinidad and Tobago,America,2012,33.9,29086.0
Trinidad and Tobago,America,2013,34.5,29469.0
Tunisia,Middle East & North Africa,1964,0.618,2575.0
Tunisia,Middle East & North Africa,1965,0.542,2683.0
Tunisia,Middle East & North Africa,1966,0.622,2690.0
Tunisia,Middle East & North Africa,1967,0.652,2615.0
Tunisia,Middle East & North Africa,1968,0.743,2831.0
Tunisia,Middle East & North Africa,1969,0.779,2876.0
Tunisia,Middle East & North Africa,1970,0.74,2990.0
Tunisia,Middle East & North Africa,1971,0.815,3246.0
Tunisia,Middle East & North Africa,1972,0.896,3746.0
Tunisia,Middle East & North Africa,1973,0.893,3639.0
Tunisia,Middle East & North Africa,1974,0.977,3841.0
Tunisia,Middle East & North Africa,1975,0.982,4011.0
Tunisia,Middle East & North Africa,1976,1.01,4215.0
Tunisia,Middle East & North Africa,1977,1.14,4255.0
Tunisia,Middle East & North Africa,1978,1.24,4434.0
Tunisia,Middle East & North Africa,1979,1.41,4618.0
Tunisia,Middle East & North Africa,1980,1.49,4837.0
Tunisia,Middle East & North Africa,1981,1.5,4980.0
Tunisia,Middle East & North Africa,1982,1.41,4863.0
Tunisia,Middle East & North Africa,1983,1.63,4999.0
Tunisia,Middle East & North Africa,1984,1.62,5048.0
Tunisia,Middle East & North Africa,1985,1.63,5205.0
Tunisia,Middle East & North Africa,1986,1.61,5002.0
Tunisia,Middle East & North Africa,1987,1.53,5214.0
Tunisia,Middle East & North Africa,1988,1.58,5109.0
Tunisia,Middle East & North Africa,1989,1.64,5196.0
Tunisia,Middle East & North Africa,1990,1.61,5502.0
Tunisia,Middle East & North Africa,1991,1.84,5604.0
Tunisia,Middle East & North Africa,1992,1.75,5920.0
Tunisia,Middle East & North Africa,1993,1.88,5991.0
Tunisia,Middle East & North Africa,1994,1.78,6031.0
Tunisia,Middle East & North Africa,1995,1.73,6055.0
Tunisia,Middle East & North Africa,1996,1.81,6393.0
Tunisia,Middle East & North Africa,1997,1.81,6649.0
Tunisia,Middle East & North Africa,1998,1.89,6879.0
Tunisia,Middle East & North Africa,1999,1.91,7201.0
Tunisia,Middle East & North Africa,2000,2.05,7464.0
Tunisia,Middle East & North Africa,2001,2.13,7699.0
Tunisia,Middle East & North Africa,2002,2.11,7752.0
Tunisia,Middle East & North Africa,2003,2.14,8094.0
Tunisia,Middle East & North Africa,2004,2.23,8468.0
Tunisia,Middle East & North Africa,2005,2.24,8707.0
Tunisia,Middle East & North Africa,2006,2.25,9109.0
Tunisia,Middle East & North Africa,2007,2.34,9585.0
Tunisia,Middle East & North Africa,2008,2.39,9938.0
Tunisia,Middle East & North Africa,2009,2.36,10187.0
Tunisia,Middle East & North Africa,2010,2.6,10411.0
Tunisia,Middle East & North Africa,2011,2.42,10235.0
Tunisia,Middle East & North Africa,2012,2.48,10609.0
Tunisia,Middle East & North Africa,2013,2.51,10768.0
Turkey,Europe & Central Asia,1964,0.871,5296.0
Turkey,Europe & Central Asia,1965,0.884,5309.0
Turkey,Europe & Central Asia,1966,0.995,5906.0
Turkey,Europe & Central Asia,1967,1.03,6020.0
Turkey,Europe & Central Asia,1968,1.09,6295.0
Turkey,Europe & Central Asia,1969,1.14,6470.0
Turkey,Europe & Central Asia,1970,1.22,6740.0
Turkey,Europe & Central Asia,1971,1.34,6765.0
Turkey,Europe & Central Asia,1972,1.47,7186.0
Turkey,Europe & Central Asia,1973,1.59,7442.0
Turkey,Europe & Central Asia,1974,1.59,7991.0
Turkey,Europe & Central Asia,1975,1.67,8381.0
Turkey,Europe & Central Asia,1976,1.83,9142.0
Turkey,Europe & Central Asia,1977,1.98,8863.0
Turkey,Europe & Central Asia,1978,1.84,8400.0
Turkey,Europe & Central Asia,1979,1.76,8160.0
Turkey,Europe & Central Asia,1980,1.72,7828.0
Turkey,Europe & Central Asia,1981,1.78,8518.0
Turkey,Europe & Central Asia,1982,1.89,8323.0
Turkey,Europe & Central Asia,1983,1.92,8535.0
Turkey,Europe & Central Asia,1984,1.99,8798.0
Turkey,Europe & Central Asia,1985,2.17,9163.0
Turkey,Europe & Central Asia,1986,2.33,9556.0
Turkey,Europe & Central Asia,1987,2.54,10351.0
Turkey,Europe & Central Asia,1988,2.43,10421.0
Turkey,Europe & Central Asia,1989,2.63,10103.0
Turkey,Europe & Central Asia,1990,2.71,10670.0
Turkey,Europe & Central Asia,1991,2.71,10568.0
Turkey,Europe & Central Asia,1992,2.75,10920.0
Turkey,Europe & Central Asia,1993,2.81,11569.0
Turkey,Europe & Central Asia,1994,2.72,10857.0
Turkey,Europe & Central Asia,1995,2.94,11530.0
Turkey,Europe & Central Asia,1996,3.17,12190.0
Turkey,Europe & Central Asia,1997,3.29,12911.0
Turkey,Europe & Central Asia,1998,3.27,13008.0
Turkey,Europe & Central Asia,1999,3.16,12381.0
Turkey,Europe & Central Asia,2000,3.42,13025.0
Turkey,Europe & Central Asia,2001,3.03,12106.0
Turkey,Europe & Central Asia,2002,3.16,12669.0
Turkey,Europe & Central Asia,2003,3.31,13151.0
Turkey,Europe & Central Asia,2004,3.36,14187.0
Turkey,Europe & Central Asia,2005,3.5,15176.0
Turkey,Europe & Central Asia,2006,3.8,16013.0
Turkey,Europe & Central Asia,2007,4.09,16551.0
Turkey,Europe & Central Asia,2008,4.03,16454.0
Turkey,Europe & Central Asia,2009,3.89,15467.0
Turkey,Europe & Central Asia,2010,4.12,16674.0
Turkey,Europe & Central Asia,2011,4.37,17908.0
Turkey,Europe & Central Asia,2012,4.42,18057.0
Turkey,Europe & Central Asia,2013,4.29,18579.0
Turkmenistan,Europe & Central Asia,1964,9.64,7952.0
Turkmenistan,Europe & Central Asia,1965,9.9,8309.0
Turkmenistan,Europe & Central Asia,1966,10.1,8622.0
Turkmenistan,Europe & Central Asia,1967,10.3,8916.0
Turkmenistan,Europe & Central Asia,1968,10.3,9355.0
Turkmenistan,Europe & Central Asia,1969,10.4,9406.0
Turkmenistan,Europe & Central Asia,1970,10.6,10045.0
Turkmenistan,Europe & Central Asia,1971,11.0,10221.0
Turkmenistan,Europe & Central Asia,1972,11.2,10186.0
Turkmenistan,Europe & Central Asia,1973,11.4,10948.0
Turkmenistan,Europe & Central Asia,1974,11.5,10900.0
Turkmenistan,Europe & Central Asia,1975,11.7,10576.0
Turkmenistan,Europe & Central Asia,1976,11.9,10715.0
Turkmenistan,Europe & Central Asia,1977,11.9,10617.0
Turkmenistan,Europe & Central Asia,1978,12.0,10538.0
Turkmenistan,Europe & Central Asia,1979,11.8,10158.0
Turkmenistan,Europe & Central Asia,1980,12.0,9853.0
Turkmenistan,Europe & Central Asia,1981,11.5,9632.0
Turkmenistan,Europe & Central Asia,1982,11.4,9559.0
Turkmenistan,Europe & Central Asia,1983,11.3,9553.0
Turkmenistan,Europe & Central Asia,1984,11.1,9362.0
Turkmenistan,Europe & Central Asia,1985,11.7,9143.0
Turkmenistan,Europe & Central Asia,1986,11.5,9216.0
Turkmenistan,Europe & Central Asia,1987,11.7,9040.0
Turkmenistan,Europe & Central Asia,1988,11.7,8944.0
Turkmenistan,Europe & Central Asia,1989,11.2,8822.0
Turkmenistan,Europe & Central Asia,1990,10.2,8353.0
Turkmenistan,Europe & Central Asia,1991,9.54,7748.0
Turkmenistan,Europe & Central Asia,1992,8.47,6402.0
Turkmenistan,Europe & Central Asia,1993,7.06,6320.0
Turkmenistan,Europe & Central Asia,1994,8.15,5094.0
Turkmenistan,Europe & Central Asia,1995,8.08,4623.0
Turkmenistan,Europe & Central Asia,1996,7.15,4841.0
Turkmenistan,Europe & Central Asia,1997,7.03,4221.0
Turkmenistan,Europe & Central Asia,1998,7.27,4460.0
Turkmenistan,Europe & Central Asia,1999,8.44,5132.0
Turkmenistan,Europe & Central Asia,2000,8.31,5351.0
Turkmenistan,Europe & Central Asia,2001,8.34,5521.0
Turkmenistan,Europe & Central Asia,2002,8.67,5477.0
Turkmenistan,Europe & Central Asia,2003,9.58,5598.0
Turkmenistan,Europe & Central Asia,2004,9.9,5817.0
Turkmenistan,Europe & Central Asia,2005,10.2,6505.0
Turkmenistan,Europe & Central Asia,2006,10.3,7137.0
Turkmenistan,Europe & Central Asia,2007,11.5,7834.0
Turkmenistan,Europe & Central Asia,2008,11.5,8877.0
Turkmenistan,Europe & Central Asia,2009,10.1,9303.0
Turkmenistan,Europe & Central Asia,2010,11.3,10032.0
Turkmenistan,Europe & Central Asia,2011,12.1,11361.0
Turkmenistan,Europe & Central Asia,2012,12.3,12460.0
Turkmenistan,Europe & Central Asia,2013,12.4,13555.0
Uganda,Sub-Saharan Africa,1964,0.0634,965.0
Uganda,Sub-Saharan Africa,1965,0.0782,960.0
Uganda,Sub-Saharan Africa,1966,0.0884,991.0
Uganda,Sub-Saharan Africa,1967,0.0945,1015.0
Uganda,Sub-Saharan Africa,1968,0.111,1012.0
Uganda,Sub-Saharan Africa,1969,0.128,1092.0
Uganda,Sub-Saharan Africa,1970,0.153,1079.0
Uganda,Sub-Saharan Africa,1971,0.148,1084.0
Uganda,Sub-Saharan Africa,1972,0.138,1071.0
Uganda,Sub-Saharan Africa,1973,0.115,1046.0
Uganda,Sub-Saharan Africa,1974,0.113,1027.0
Uganda,Sub-Saharan Africa,1975,0.105,982.0
Uganda,Sub-Saharan Africa,1976,0.0889,967.0
Uganda,Sub-Saharan Africa,1977,0.0703,958.0
Uganda,Sub-Saharan Africa,1978,0.0593,884.0
Uganda,Sub-Saharan Africa,1979,0.0554,770.0
Uganda,Sub-Saharan Africa,1980,0.05,729.0
Uganda,Sub-Saharan Africa,1981,0.0408,740.0
Uganda,Sub-Saharan Africa,1982,0.041,781.0
Uganda,Sub-Saharan Africa,1983,0.0449,816.0
Uganda,Sub-Saharan Africa,1984,0.0411,724.0
Uganda,Sub-Saharan Africa,1985,0.0423,716.0
Uganda,Sub-Saharan Africa,1986,0.0465,695.0
Uganda,Sub-Saharan Africa,1987,0.0491,713.0
Uganda,Sub-Saharan Africa,1988,0.0532,736.0
Uganda,Sub-Saharan Africa,1989,0.0477,762.0
Uganda,Sub-Saharan Africa,1990,0.0435,767.0
Uganda,Sub-Saharan Africa,1991,0.0433,782.0
Uganda,Sub-Saharan Africa,1992,0.0423,781.0
Uganda,Sub-Saharan Africa,1993,0.0405,818.0
Uganda,Sub-Saharan Africa,1994,0.0355,842.0
Uganda,Sub-Saharan Africa,1995,0.0457,910.0
Uganda,Sub-Saharan Africa,1996,0.05,961.0
Uganda,Sub-Saharan Africa,1997,0.0507,979.0
Uganda,Sub-Saharan Africa,1998,0.0561,996.0
Uganda,Sub-Saharan Africa,1999,0.0564,1043.0
Uganda,Sub-Saharan Africa,2000,0.0595,1042.0
Uganda,Sub-Saharan Africa,2001,0.0608,1060.0
Uganda,Sub-Saharan Africa,2002,0.0606,1115.0
Uganda,Sub-Saharan Africa,2003,0.06,1147.0
Uganda,Sub-Saharan Africa,2004,0.063,1184.0
Uganda,Sub-Saharan Africa,2005,0.0761,1217.0
Uganda,Sub-Saharan Africa,2006,0.0859,1304.0
Uganda,Sub-Saharan Africa,2007,0.0945,1367.0
Uganda,Sub-Saharan Africa,2008,0.101,1437.0
Uganda,Sub-Saharan Africa,2009,0.103,1490.0
Uganda,Sub-Saharan Africa,2010,0.116,1515.0
Uganda,Sub-Saharan Africa,2011,0.122,1607.0
Uganda,Sub-Saharan Africa,2012,0.112,1622.0
Uganda,Sub-Saharan Africa,2013,0.13,1621.0
Ukraine,Europe & Central Asia,1964,7.53,6239.0
Ukraine,Europe & Central Asia,1965,7.91,6515.0
Ukraine,Europe & Central Asia,1966,8.28,6756.0
Ukraine,Europe & Central Asia,1967,8.58,6982.0
Ukraine,Europe & Central Asia,1968,8.76,7320.0
Ukraine,Europe & Central Asia,1969,9.06,7355.0
Ukraine,Europe & Central Asia,1970,9.46,7850.0
Ukraine,Europe & Central Asia,1971,9.96,7982.0
Ukraine,Europe & Central Asia,1972,10.4,7950.0
Ukraine,Europe & Central Asia,1973,10.8,8538.0
Ukraine,Europe & Central Asia,1974,11.1,8742.0
Ukraine,Europe & Central Asia,1975,11.6,8724.0
Ukraine,Europe & Central Asia,1976,12.0,9090.0
Ukraine,Europe & Central Asia,1977,12.3,9262.0
Ukraine,Europe & Central Asia,1978,12.7,9454.0
Ukraine,Europe & Central Asia,1979,12.7,9372.0
Ukraine,Europe & Central Asia,1980,13.2,9349.0
Ukraine,Europe & Central Asia,1981,12.9,9400.0
Ukraine,Europe & Central Asia,1982,13.1,9594.0
Ukraine,Europe & Central Asia,1983,13.2,9860.0
Ukraine,Europe & Central Asia,1984,13.3,9937.0
